,Summer_two_weeks_dpH,Summer_Full_exp_dpH,Winter_two_weeks_dpH,Winter_Full_exp_dpH,Summer_two_weeks_omega,Summer_Full_exp_omega,Winter_two_weeks_omega,Winter_Full_exp_omega
1204,3.71933e-05,0.08869219,8.249283e-05,0.014761925,2.0076172,2.4330091,1.4203144,1.4704857
1205,3.7670135e-05,0.08880615,8.916855e-05,0.016717434,2.008468,2.4346697,0.94770956,0.9874452
1206,3.8146973e-05,0.08941555,0.000102996826,0.022485256,2.0092478,2.4388669,1.4225883,1.4952542
1207,3.71933e-05,0.08694315,0.00010251999,0.02952528,2.0100238,2.4269466,1.4223914,1.5186039
1208,3.71933e-05,0.08435726,0.000101566315,0.034471035,2.009708,2.4131062,1.4225769,1.5355667
1209,3.71933e-05,0.08718586,0.000104904175,0.036664963,2.009708,2.4278889,1.4232816,1.5438052
1210,3.8146973e-05,0.08950281,0.000108242035,0.042571068,2.0115373,2.442236,1.4238812,1.5648266
1211,3.8146973e-05,0.08979082,0.00010919571,0.06477022,2.016823,2.4537137,1.4243215,1.6445557
1212,3.8146973e-05,0.08674574,0.00010871887,0.081348896,2.0174675,2.4342802,1.4245392,1.706956
1213,3.7670135e-05,0.08846998,0.000101566315,0.06480408,2.0254276,2.4574678,1.4251462,1.6456118
1214,3.671646e-05,0.08815384,8.440018e-05,0.026526928,2.033797,2.4651191,1.4233694,1.5096267
1215,3.5762787e-05,0.08385515,7.009506e-05,0.013400555,2.0357957,2.4334486,1.4226032,1.4654819
1216,3.5762787e-05,0.077503204,4.673004e-05,0.008860111,2.0379715,2.3865855,1.4201525,1.4483286
1217,3.528595e-05,0.06812382,3.8146973e-05,0.006547451,2.0342824,2.3115838,1.4193765,1.4401264
1218,3.4332275e-05,0.056070805,2.7179718e-05,0.0050935745,2.0341425,2.2977762,1.4214998,1.4376487
1219,3.33786e-05,0.057495117,2.0503998e-05,0.0044970512,2.0345352,2.3052633,1.422217,1.4364824
1220,3.4332275e-05,0.061346054,1.6212463e-05,0.00477314,2.0345976,2.3245287,1.4195458,1.4346794
1221,3.33786e-05,0.06716919,1.5258789e-05,0.005858898,2.0344787,2.3537295,1.4157648,1.4343281
1222,3.33786e-05,0.07234192,1.4305115e-05,0.008785248,2.0341642,2.379711,1.4135774,1.4414822
1223,3.385544e-05,0.0766449,1.3828278e-05,0.01624918,2.0337741,2.4013734,1.4135395,1.4655901
1224,3.385544e-05,0.07995844,1.5258789e-05,0.016367435,2.0335727,2.4182913,1.4130865,1.4655023
1225,3.4332275e-05,0.08552027,1.859665e-05,0.014891624,2.033448,2.4471827,1.4129626,1.4605608
1226,3.385544e-05,0.091020584,2.0980835e-05,0.014487267,2.0335045,2.4762666,1.413271,1.4595617
1227,3.385544e-05,0.09692192,2.2888184e-05,0.016658783,2.0337539,2.5080526,1.4136286,1.4669946
1228,3.33786e-05,0.10207987,2.4318695e-05,0.021963596,2.0339668,2.536126,1.4138387,1.4846197
1229,3.385544e-05,0.10694456,2.4795532e-05,0.02959013,2.0341318,2.5628192,1.4133803,1.5094942
1230,3.2901764e-05,0.11140919,2.2888184e-05,0.028263092,2.0339382,2.5871334,1.4121791,1.5037891
1231,3.33786e-05,0.11660719,2.002716e-05,0.02453041,2.033451,2.61541,1.4095554,1.4886198
1232,3.4332275e-05,0.12139559,1.6212463e-05,0.021669388,2.0326598,2.641513,1.40619,1.4756697
1233,3.385544e-05,0.12579918,1.335144e-05,0.020523071,2.0317824,2.6655376,1.4032928,1.4688944
1234,3.4332275e-05,0.12645864,1.2874603e-05,0.0221138,2.033326,2.671035,1.4012123,1.4719242
1235,3.4332275e-05,0.12752247,1.1444092e-05,0.04179907,2.0428095,2.6894605,1.4007982,1.5374975
1236,3.4332275e-05,0.1363225,1.001358e-05,0.042768,2.0512452,2.7823255,1.4001344,1.5398542
1237,3.33786e-05,0.12859964,1.0967255e-05,0.041812897,2.0570142,2.7113206,1.4005405,1.5370346
1238,3.33786e-05,0.12415695,9.536743e-06,0.02910614,2.0719461,2.691128,1.397123,1.4906498
1239,3.2424927e-05,0.12958527,7.6293945e-06,0.018999577,2.0806506,2.735192,1.3921496,1.4524097
1240,3.2424927e-05,0.13587618,6.67572e-06,0.005965233,2.0727046,2.76281,1.3832201,1.4017358
1241,3.194809e-05,0.13754082,4.7683716e-06,0.004418373,2.0595777,2.738599,1.3789296,1.3925816
1242,3.0994415e-05,0.12463665,5.2452087e-06,0.003993988,2.0470088,2.6838646,1.3793269,1.3916653
1243,3.0994415e-05,0.12868881,5.2452087e-06,0.004084587,2.0411732,2.6963644,1.3834633,1.3961185
1244,3.1471252e-05,0.1484561,4.2915344e-06,0.004930496,2.037153,2.8043203,1.3911098,1.4064823
1245,3.0517578e-05,0.14253473,9.536743e-07,0.023173809,2.0321963,2.7631338,1.3137593,1.383613
1246,2.9087067e-05,0.097524166,-4.7683716e-07,0.04760313,2.0258303,2.5019372,1.277984,1.4214897
1247,2.861023e-05,0.066343784,-1.4305115e-06,0.039211273,2.0200586,2.3329294,1.3107243,1.4306968
1248,2.8133392e-05,0.054893494,7.1525574e-06,0.0090146065,2.0116038,2.2665036,1.3542253,1.3817538
1249,2.7656555e-05,0.04527664,9.536743e-06,0.0072746277,2.0008714,2.208069,1.3585653,1.3807949
1250,2.7179718e-05,0.03987074,2.0503998e-05,0.008075714,1.9910821,2.1717422,1.3739777,1.3989129
1251,2.8133392e-05,0.04369688,2.9087067e-05,0.009392738,1.9715723,2.1685076,1.3825716,1.4117712
1252,2.7179718e-05,0.046668053,3.4332275e-05,0.0109119415,1.8814939,2.0836484,1.3860711,1.420123
1253,2.7656555e-05,0.04687071,3.4332275e-05,0.013184547,1.7094288,1.8938521,1.3879256,1.4292403
1254,2.670288e-05,0.04527664,3.4332275e-05,0.016891003,1.5415152,1.7006067,1.3888813,1.442078
1255,2.6226044e-05,0.04383993,3.4332275e-05,0.021622181,1.4690214,1.6157717,1.3893456,1.4578309
1256,2.527237e-05,0.050423622,3.4332275e-05,0.027041435,1.4286022,1.5959858,1.3898401,1.4760338
1257,2.527237e-05,0.06822729,3.4332275e-05,0.029405594,1.4030609,1.6321949,1.3906711,1.4846977
1258,2.4795532e-05,0.09513092,3.4809113e-05,0.030118942,1.3912045,1.718473,1.3922342,1.48873
1259,2.527237e-05,0.111392975,3.5762787e-05,0.024035454,1.3767935,1.7647862,1.394411,1.4710226
1260,2.3841858e-05,0.097854614,3.6239624e-05,0.019098282,1.3014679,1.6233015,1.3973573,1.4580082
1261,2.3841858e-05,0.06372309,4.005432e-05,0.016744614,1.2270545,1.3954843,1.4003621,1.4534897
1262,2.336502e-05,0.058490753,4.196167e-05,0.021404266,1.2308184,1.3781242,1.4028114,1.4712185
1263,2.4318695e-05,0.055864334,4.2438507e-05,0.03986025,1.2651126,1.4039726,1.4027714,1.5333818
1264,2.3841858e-05,0.055534363,4.053116e-05,0.05813265,1.3083143,1.4500631,1.4014081,1.5962843
1265,2.4318695e-05,0.053370953,3.9577484e-05,0.041657448,1.3390783,1.4733276,1.4003803,1.5371156
1266,2.4795532e-05,0.053195953,3.862381e-05,0.017332554,1.3593222,1.494791,1.3986131,1.4535779
1267,2.4795532e-05,0.054483414,3.4332275e-05,0.01343298,1.3714194,1.5145365,1.3948264,1.4371296
1268,2.4795532e-05,0.048414707,2.861023e-05,0.011484623,1.3770596,1.5341371,1.390945,1.4269485
1269,2.5749207e-05,0.05714035,2.670288e-05,0.011933327,1.3694664,1.555595,1.3886701,1.4260486
1270,2.527237e-05,0.063447,2.5749207e-05,0.015376568,1.3586254,1.5651394,1.3878117,1.4361454
1271,2.4795532e-05,0.0792346,2.670288e-05,0.02108717,1.3414141,1.6005731,1.3884653,1.4551989
1272,2.527237e-05,0.08792353,2.861023e-05,0.0189085,1.3277233,1.6152148,1.3916936,1.4515108
1273,2.527237e-05,0.09582329,3.194809e-05,0.0160532,1.3194023,1.6335396,1.395844,1.4465966
1274,2.527237e-05,0.108541965,3.7670135e-05,0.015160561,1.311945,1.6707706,1.4002662,1.4482752
1275,2.527237e-05,0.11371994,4.339218e-05,0.015357971,1.3083419,1.685418,1.4035764,1.4523131
1276,2.527237e-05,0.114228725,4.673004e-05,0.016903877,1.3088021,1.6879019,1.405692,1.4595004
1277,2.5749207e-05,0.1103549,4.8160553e-05,0.020788193,1.3137507,1.6803356,1.4067048,1.4732175
1278,2.527237e-05,0.109455585,4.7683716e-05,0.02795887,1.3205992,1.6861905,1.4059772,1.4961157
1279,2.5749207e-05,0.10699177,4.6253204e-05,0.029415607,1.3301558,1.6893479,1.404859,1.4997813
1280,2.6226044e-05,0.10848141,4.4345856e-05,0.026556492,1.3373032,1.7043959,1.4043394,1.4897404
1281,2.6226044e-05,0.11867905,4.196167e-05,0.023399353,1.3422638,1.7511224,1.4038969,1.4788655
1282,2.6226044e-05,0.12787771,3.9100647e-05,0.022981644,1.3483049,1.7953659,1.403133,1.4767016
1283,2.670288e-05,0.124078274,3.71933e-05,0.028853416,1.3601551,1.7935947,1.4023638,1.4953548
1284,2.5749207e-05,0.11646128,3.6239624e-05,0.04290867,1.3773665,1.7840074,1.4016685,1.542569
1285,2.5749207e-05,0.09411621,3.6239624e-05,0.048412323,1.408754,1.7365006,1.400053,1.5594314
1286,2.6226044e-05,0.08184242,3.6239624e-05,0.049251556,1.4428201,1.7072563,1.3998795,1.5618037
1287,2.670288e-05,0.07790327,3.4332275e-05,0.039230347,1.4748601,1.722229,1.400093,1.5277119
1288,2.6226044e-05,0.07457018,3.2901764e-05,0.030089855,1.5067292,1.7398189,1.401073,1.4980726
1289,2.6226044e-05,0.06835699,3.194809e-05,0.014678955,1.5488014,1.7515727,1.4022427,1.4487886
1290,2.670288e-05,0.070430756,2.9087067e-05,0.010338783,1.588768,1.8087788,1.4027992,1.4354262
1291,2.670288e-05,0.07520771,2.4795532e-05,0.007976532,1.60469,1.8558458,1.4017835,1.4268678
1292,2.7179718e-05,0.08474779,2.002716e-05,0.007247925,1.6075634,1.9378424,1.3997508,1.422502
1293,2.7656555e-05,0.11476803,1.5735626e-05,0.0074334145,1.5991426,2.0585098,1.398997,1.4223347
1294,2.7179718e-05,0.13339281,1.3828278e-05,0.009440422,1.5871916,2.1286497,1.398664,1.4283777
1295,2.670288e-05,0.13562727,1.4305115e-05,0.014643669,1.576953,2.1256826,1.3985367,1.4448954
1296,2.7656555e-05,0.13125038,1.4305115e-05,0.018763542,1.5685005,2.0944114,1.3986412,1.4583144
1297,2.7179718e-05,0.132658,1.6212463e-05,0.015901566,1.5616002,2.0917456,1.3995467,1.4499888
1298,2.7656555e-05,0.13607788,1.9073486e-05,0.013473034,1.5556883,2.099707,1.40135,1.4440154
1299,2.8133392e-05,0.13951683,2.3841858e-05,0.012877464,1.5535779,2.1134682,1.4041591,1.4449755
1300,2.7656555e-05,0.13770151,2.861023e-05,0.014081955,1.5540067,2.106501,1.4065396,1.4512917
1301,2.7179718e-05,0.13356733,3.2424927e-05,0.017228603,1.5554932,2.0905783,1.4078698,1.4628577
1302,2.7179718e-05,0.12673426,3.2424927e-05,0.025023937,1.5591897,2.0652368,1.4076759,1.4882313
1303,2.7656555e-05,0.11497021,3.0517578e-05,0.028071404,1.5658878,2.0210993,1.4063922,1.4969883
1304,2.7179718e-05,0.10837364,2.7179718e-05,0.024042606,1.5702997,1.9972876,1.4054637,1.4826769
1305,2.7179718e-05,0.10658884,2.3841858e-05,0.019047737,1.571962,1.9913788,1.4048214,1.4656425
1306,2.7656555e-05,0.10981083,1.9073486e-05,0.01581049,1.5700308,2.002977,1.4034634,1.4537314
1307,2.7656555e-05,0.121626854,1.5258789e-05,0.014974594,1.5636047,2.0468016,1.4022955,1.4498366
1308,2.7656555e-05,0.14629889,1.335144e-05,0.0155854225,1.5513663,2.141833,1.4019365,1.4514467
1309,2.670288e-05,0.1673584,1.1444092e-05,0.014337063,1.5465528,2.2342145,1.4030148,1.4485346
1310,2.7656555e-05,0.15103722,1.04904175e-05,0.01316309,1.5603806,2.175373,1.4070292,1.4488934
1311,2.7179718e-05,0.10547638,1.0967255e-05,0.013194561,1.5893518,2.0055754,1.4110771,1.4531575
1312,2.670288e-05,0.09888506,1.0967255e-05,0.012850761,1.6289363,2.0108535,1.4156667,1.4567744
1313,2.670288e-05,0.116473675,1.04904175e-05,0.011069775,1.6568133,2.168241,1.4165325,1.4518923
1314,2.670288e-05,0.13907862,9.059906e-06,0.007534504,1.6548744,2.3343894,1.4167681,1.4407425
1315,2.7656555e-05,0.15629196,7.1525574e-06,0.005645275,1.6489273,2.4605935,1.4167122,1.4346377
1316,2.670288e-05,0.19850254,5.722046e-06,0.0056266785,1.6436172,2.5348055,1.4161901,1.4340515
1317,2.670288e-05,0.2104001,4.2915344e-06,0.0053830147,1.6398095,2.5941725,1.4147383,1.4318094
1318,2.7179718e-05,0.22176981,3.8146973e-06,0.0061564445,1.6378828,2.654692,1.4131492,1.4326695
1319,2.670288e-05,0.22045279,3.8146973e-06,0.009462357,1.634667,2.6421573,1.4118656,1.4419457
1320,2.7656555e-05,0.21939611,2.861023e-06,0.016789436,1.6310401,2.6304922,1.4134079,1.4672636
1321,2.670288e-05,0.22021294,2.861023e-06,0.016787529,1.6268641,2.6285436,1.4151872,1.4691216
1322,2.7179718e-05,0.218678,3.8146973e-06,0.013749123,1.6224775,2.613177,1.415596,1.4596313
1323,2.7656555e-05,0.21761274,7.1525574e-06,0.011713505,1.6186701,2.6018784,1.4173361,1.454811
1324,2.670288e-05,0.21704769,8.583069e-06,0.011305332,1.6155205,2.5945187,1.4198145,1.4560251
1325,2.7656555e-05,0.2170639,1.1920929e-05,0.012552261,1.6135788,2.5923254,1.4213594,1.461647
1326,2.8133392e-05,0.21484232,1.335144e-05,0.016282558,1.6136051,2.5814803,1.4220027,1.4744896
1327,2.7656555e-05,0.20211315,1.3828278e-05,0.024154663,1.6159128,2.5187523,1.4224325,1.5009714
1328,2.7179718e-05,0.18675804,1.2397766e-05,0.027408123,1.6189994,2.4427836,1.4215808,1.5109596
1329,2.8133392e-05,0.17204285,1.1444092e-05,0.023357868,1.6223837,2.371053,1.4201611,1.4959348
1330,2.7179718e-05,0.16211557,1.04904175e-05,0.019992828,1.6252145,2.324008,1.4187351,1.4833032
1331,2.7656555e-05,0.15768337,9.059906e-06,0.017873764,1.625473,2.3011904,1.4168326,1.4743541
1332,2.7179718e-05,0.1656661,7.6293945e-06,0.0180583,1.6104375,2.3157756,1.4154147,1.4734901
1333,2.5749207e-05,0.1054678,7.1525574e-06,0.028439045,1.5964934,2.01679,1.4154959,1.5081258
1334,2.5749207e-05,0.05769968,6.198883e-06,0.04638958,1.5918916,1.8089648,1.4153792,1.570026
1335,2.4795532e-05,0.04286194,6.198883e-06,0.07291412,1.5869983,1.7452368,1.4158818,1.666504
1336,2.193451e-05,0.026534557,5.722046e-06,0.10271549,1.2673968,1.3453131,1.4174834,1.7814202
1337,9.536743e-06,0.023420334,6.67572e-06,0.11398697,0.32179946,0.34048715,1.418753,1.8272656
1338,9.536743e-06,0.03303051,5.722046e-06,0.134933,0.30163613,0.32672092,1.4193964,1.9122547
1339,9.536743e-06,0.038988113,5.722046e-06,0.09508467,0.29991284,0.32956186,1.4163551,1.748449
1340,1.04904175e-05,0.051887512,5.2452087e-06,0.029721737,0.31540102,0.3573136,1.4131923,1.5098327
1341,1.1920929e-05,0.06827402,5.2452087e-06,0.022808075,0.34469545,0.4058031,1.4119421,1.4854959
1342,1.5258789e-05,0.08007145,4.7683716e-06,0.020162582,0.44222072,0.53275996,1.4107338,1.4755214
1343,2.5749207e-05,0.08368397,3.8146973e-06,0.021800041,0.8913651,1.0778958,1.4099342,1.4800645
1344,2.8133392e-05,0.057842255,3.8146973e-06,0.030580997,1.4713377,1.6727403,1.4100947,1.5094036
1345,2.8133392e-05,0.049938202,5.2452087e-06,0.029702663,1.7231323,1.9197736,1.4104899,1.5068773
1346,2.7656555e-05,0.04422331,7.6293945e-06,0.024871826,1.847859,2.0332425,1.4116402,1.4920062
1347,2.670288e-05,0.0642333,9.059906e-06,0.022337914,1.816135,2.0881016,1.4131798,1.4852389
1348,2.7179718e-05,0.09694672,1.04904175e-05,0.021847725,1.6782113,2.0745773,1.4160439,1.4866363
1349,2.7179718e-05,0.11048937,1.1920929e-05,0.022734165,1.6586585,2.1129043,1.4185108,1.4921627
1350,2.670288e-05,0.133605,1.2874603e-05,0.028874874,1.6628485,2.227236,1.4190736,1.513257
1351,2.670288e-05,0.15729761,1.2874603e-05,0.03465414,1.658296,2.338214,1.4180112,1.5316495
1352,2.670288e-05,0.1623044,1.1444092e-05,0.026321888,1.6569659,2.362282,1.4163536,1.5018274
1353,2.6226044e-05,0.15117836,1.2874603e-05,0.018130302,1.6694785,2.3245363,1.4149832,1.4732871
1354,2.670288e-05,0.10645723,1.66893e-05,0.009233475,1.6934358,2.1379263,1.4174954,1.4469275
1355,2.6226044e-05,0.086652756,1.9073486e-05,0.0054101944,1.7196425,2.080022,1.4202021,1.4373789
1356,2.6226044e-05,0.07666254,1.5258789e-05,0.004371166,1.7594773,2.0818815,1.419958,1.4338131
1357,2.5749207e-05,0.062204838,1.04904175e-05,0.004784107,1.795441,2.057962,1.4166932,1.4318496
1358,2.6226044e-05,0.049071312,7.6293945e-06,0.006679058,1.8141888,2.0205157,1.4130789,1.4342505
1359,2.527237e-05,0.04207611,4.7683716e-06,0.015810013,1.8279443,2.0048466,1.4128771,1.4636092
1360,2.527237e-05,0.04183054,3.33786e-06,0.036593437,1.8417186,2.0187504,1.4152459,1.5357318
1361,2.5749207e-05,0.04325199,2.861023e-06,0.051832676,1.8540157,2.0384283,1.4150106,1.5876999
1362,2.527237e-05,0.044177532,3.8146973e-06,0.06150627,1.8635341,2.0529306,1.414711,1.6216946
1363,2.6226044e-05,0.046359062,3.8146973e-06,0.06055355,1.8695717,2.0693424,1.4153358,1.6189913
1364,2.5749207e-05,0.04907942,4.7683716e-06,0.054359436,1.8752486,2.087883,1.4152683,1.59688
1365,2.4318695e-05,0.053222656,6.67572e-06,0.03572893,1.8786488,2.110552,1.4139858,1.5309201
1366,2.527237e-05,0.0607872,6.67572e-06,0.03480816,1.8806397,2.1477423,1.4135867,1.5273653
1367,2.4795532e-05,0.07319212,7.6293945e-06,0.03290701,1.8793482,2.2047772,1.4131093,1.5204214
1368,2.4795532e-05,0.086529255,8.106232e-06,0.026102543,1.8784294,2.268203,1.4121294,1.4965878
1369,2.527237e-05,0.097931385,8.583069e-06,0.018780708,1.8748213,2.3203347,1.4106697,1.4709085
1370,2.527237e-05,0.10716963,9.059906e-06,0.013219357,1.8684667,2.3591309,1.4099509,1.4520817
1371,2.4795532e-05,0.115980625,9.536743e-06,0.010500908,1.8558744,2.38846,1.4114304,1.4448352
1372,2.6226044e-05,0.117777824,1.2874603e-05,0.010229111,1.8362913,2.3730137,1.4150826,1.4476918
1373,2.527237e-05,0.119618416,1.5735626e-05,0.011182308,1.819841,2.3616092,1.4194657,1.4552522
1374,2.527237e-05,0.12132454,1.9073486e-05,0.013381958,1.8073343,2.3543937,1.4225951,1.4656078
1375,2.527237e-05,0.13374615,2.002716e-05,0.017741203,1.7963985,2.403918,1.423875,1.4812108
1376,2.5749207e-05,0.13639545,2.0503998e-05,0.025104523,1.7916504,2.411474,1.4233618,1.5051028
1377,2.5749207e-05,0.09079933,1.9073486e-05,0.034225464,1.8005279,2.1961691,1.4217943,1.5342079
1378,2.4795532e-05,0.06681633,1.7166138e-05,0.018536568,1.809647,2.095257,1.419692,1.4794828
1379,2.4795532e-05,0.0592041,1.3828278e-05,0.013013363,1.8178796,2.070203,1.4164081,1.4580413
1380,2.527237e-05,0.05386257,1.1444092e-05,0.011555195,1.8293685,2.0591152,1.4128002,1.4496244
1381,2.4795532e-05,0.04723978,9.536743e-06,0.01077795,1.8395599,2.040886,1.4093943,1.4436313
1382,2.4318695e-05,0.038323402,8.583069e-06,0.010304928,1.8524975,2.0155056,1.4066515,1.439312
1383,2.4318695e-05,0.031827927,6.67572e-06,0.011657715,1.8655325,2.0009315,1.4047178,1.4416841
1384,2.3841858e-05,0.026908398,6.198883e-06,0.020649433,1.8752022,1.9897493,1.4028821,1.4691652
1385,2.2888184e-05,0.02782154,5.722046e-06,0.05195713,1.8830296,2.0020072,1.4017559,1.5749468
1386,2.336502e-05,0.03131914,5.722046e-06,0.07806492,1.8888727,2.0235898,1.4029454,1.6701998
1387,2.336502e-05,0.035526276,7.6293945e-06,0.04822254,1.8881598,2.0414498,1.4053787,1.5647284
1388,2.336502e-05,0.041107178,9.059906e-06,0.023648739,1.8866884,2.0648236,1.406745,1.4827851
1389,2.336502e-05,0.052905083,9.059906e-06,0.022369385,1.8865943,2.1184683,1.4074583,1.4793214
1390,2.3841858e-05,0.060029984,1.04904175e-05,0.0233984,1.8843945,2.1490612,1.4078618,1.4831285
1391,2.2888184e-05,0.06139803,1.0967255e-05,0.0248847,1.8821131,2.15289,1.4082321,1.4884268
1392,2.2888184e-05,0.059048176,1.1444092e-05,0.025788307,1.8802282,2.139818,1.4086548,1.4918607
1393,2.336502e-05,0.057140827,1.1920929e-05,0.025084972,1.8796358,2.1303003,1.4091939,1.4900986
1394,2.336502e-05,0.05854702,1.335144e-05,0.022325039,1.8797426,2.1369438,1.410292,1.4821372
1395,2.336502e-05,0.062282562,1.4781952e-05,0.019535065,1.8791007,2.153632,1.4125028,1.4752737
1396,2.3841858e-05,0.06853771,1.7166138e-05,0.017698288,1.877169,2.1808624,1.4155164,1.472383
1397,2.336502e-05,0.07963371,1.9550323e-05,0.017855644,1.8744379,2.2307527,1.4183707,1.4758621
1398,2.3841858e-05,0.090857506,2.0980835e-05,0.020904541,1.8714625,2.2820072,1.4203817,1.488015
1399,2.336502e-05,0.10544777,2.1457672e-05,0.029191494,1.869937,2.35318,1.4208475,1.5161371
1400,2.4318695e-05,0.123140335,2.1457672e-05,0.04197693,1.8699926,2.4448717,1.4203691,1.5592324
1401,2.336502e-05,0.13455391,1.9073486e-05,0.04821062,1.8709097,2.5067601,1.4187845,1.579187
1402,2.2888184e-05,0.13285589,1.7166138e-05,0.037034035,1.8719654,2.4991205,1.4171152,1.5387496
1403,2.336502e-05,0.06887722,1.4781952e-05,0.027557373,1.8789778,2.184571,1.4147469,1.504357
1404,2.336502e-05,0.059256554,2.861023e-05,0.011697769,1.8895935,2.151387,1.4270109,1.4645923
1405,2.2888184e-05,0.05972433,2.9563904e-05,0.008303642,1.8979235,2.1641023,1.4270377,1.4535933
1406,2.2888184e-05,0.05725336,2.670288e-05,0.0065779686,1.9091821,2.166107,1.4222902,1.4432106
1407,2.2888184e-05,0.04374504,2.193451e-05,0.0065956116,1.9189391,2.1119928,1.4143753,1.4352598
1408,2.2411346e-05,0.0402236,1.6212463e-05,0.0094566345,1.926987,2.1051557,1.4066015,1.4365517
1409,2.2411346e-05,0.040730953,1.335144e-05,0.02996111,1.933581,2.1145875,1.4039303,1.5007305
1410,2.2411346e-05,0.04220915,1.335144e-05,0.037969112,1.9357995,2.1232598,1.4045612,1.5283283
1411,2.193451e-05,0.046591282,1.5258789e-05,0.034521103,1.9384967,2.1463592,1.4069276,1.5192207
1412,2.1457672e-05,0.062326908,1.7642975e-05,0.019430637,1.9416612,2.2245443,1.407588,1.4697963
1413,2.193451e-05,0.07870293,1.9073486e-05,0.01346159,1.9410652,2.303908,1.4085512,1.451386
1414,2.193451e-05,0.08479929,1.9550323e-05,0.013650894,1.9431534,2.3367994,1.4112539,1.4547774
1415,2.0980835e-05,0.07508516,2.0980835e-05,0.014585018,1.9482654,2.2941854,1.4141712,1.4608124
1416,2.0980835e-05,0.06753588,2.2888184e-05,0.015174866,1.9529691,2.2623804,1.4172298,1.465887
1417,2.0503998e-05,0.05832386,2.4795532e-05,0.015368462,1.9598249,2.2254076,1.4203125,1.4696985
1418,2.0980835e-05,0.049736023,2.5749207e-05,0.015985489,1.9675332,2.1929016,1.4232836,1.4747858
1419,2.0980835e-05,0.045025826,2.861023e-05,0.016274929,1.9739481,2.1776352,1.4264549,1.47901
1420,2.0980835e-05,0.046857834,3.0040741e-05,0.016011715,1.9793476,2.1922061,1.4300212,1.4818298
1421,2.0503998e-05,0.048047543,3.2424927e-05,0.016132355,1.9859961,2.2051604,1.4334874,1.4858079
1422,2.0503998e-05,0.050215244,3.385544e-05,0.018053055,1.9899197,2.219862,1.4361652,1.4949437
1423,1.9550323e-05,0.052755833,3.4332275e-05,0.020195961,1.9926877,2.2351902,1.4382344,1.5042366
1424,2.0503998e-05,0.059706688,3.5762787e-05,0.025586605,1.9935259,2.2699745,1.4391809,1.523342
1425,2.0503998e-05,0.0727787,3.5762787e-05,0.039386272,1.9977856,2.3399646,1.4394593,1.5709863
1426,2.002716e-05,0.08872843,3.4809113e-05,0.05936575,2.0027788,2.428702,1.4385375,1.6411597
1427,2.002716e-05,0.09638214,3.33786e-05,0.04307747,2.0038607,2.4713767,1.4371728,1.5817995
1428,1.9550323e-05,0.09736347,3.1471252e-05,0.02432537,2.0090454,2.4826767,1.4334522,1.5132122
1429,2.0503998e-05,0.0939126,3.0517578e-05,0.018025875,2.0157683,2.471059,1.4327546,1.4913527
1430,2.0503998e-05,0.04771614,3.6239624e-05,0.008965969,2.0171516,2.2381146,1.4427462,1.4717268
1431,1.9550323e-05,0.03589487,3.4332275e-05,0.0077438354,2.0152295,2.179398,1.4368864,1.4617809
1432,1.9550323e-05,0.044442654,3.1471252e-05,0.008178711,2.0126593,2.2175033,1.4295009,1.4556913
1433,1.859665e-05,0.054633617,2.7179718e-05,0.0137348175,2.008702,2.26249,1.4241804,1.4683466
1434,1.9073486e-05,0.050694466,2.527237e-05,0.025895119,2.001683,2.2353914,1.4220076,1.5062941
1435,1.859665e-05,0.048244,2.6226044e-05,0.035360336,1.999372,2.2210336,1.4249064,1.5414091
1436,1.859665e-05,0.04821825,2.7179718e-05,0.02880907,1.9951669,2.216261,1.4277157,1.5221375
1437,1.9073486e-05,0.051177025,3.0040741e-05,0.016759872,1.9919934,2.226969,1.4285284,1.4827546
1438,1.9073486e-05,0.05561924,3.1471252e-05,0.013419628,1.9898943,2.2461128,1.431698,1.4750398
1439,1.9073486e-05,0.06140423,3.2424927e-05,0.014014244,1.9883655,2.2726252,1.4364238,1.481854
1440,1.9073486e-05,0.067771435,3.4332275e-05,0.015342712,1.9865927,2.3020408,1.4409952,1.490956
1441,1.859665e-05,0.07355881,3.6239624e-05,0.016355991,1.9852318,2.329362,1.4448332,1.4982853
1442,1.8119812e-05,0.0791893,3.8146973e-05,0.018216133,1.984326,2.3567166,1.4482256,1.508005
1443,1.859665e-05,0.08713055,3.862381e-05,0.021749496,1.984002,2.3969276,1.4513059,1.5231091
1444,1.8119812e-05,0.0953269,3.9577484e-05,0.025651455,1.9845902,2.44021,1.4546343,1.5398651
1445,1.9073486e-05,0.100328445,4.053116e-05,0.028231144,1.9858447,2.468066,1.4585458,1.5528558
1446,1.8119812e-05,0.10034561,4.1484833e-05,0.02927208,1.9877853,2.4705374,1.4635439,1.5617557
1447,1.9073486e-05,0.10246897,4.1484833e-05,0.03690481,1.9902674,2.4848883,1.4666873,1.591792
1448,1.9073486e-05,0.11246252,4.005432e-05,0.04679489,1.9940823,2.5434988,1.4684473,1.6289592
1449,1.9073486e-05,0.12394333,4.053116e-05,0.055947304,2.0019214,2.6168978,1.468944,1.6627913
1450,1.9073486e-05,0.14118433,3.9577484e-05,0.04765272,2.0059903,2.7202861,1.4687353,1.6324286
1451,1.9073486e-05,0.14404869,3.7670135e-05,0.03720379,1.3399915,1.829084,1.4648622,1.5909876
1452,1.9073486e-05,0.15555811,4.863739e-05,0.014712334,2.018112,2.8217285,1.4977999,1.5474011
