,Summer_two_weeks_dpH,Summer_Full_exp_dpH,Winter_two_weeks_dpH,Winter_Full_exp_dpH,Summer_two_weeks_omega,Summer_Full_exp_omega,Winter_two_weeks_omega,Winter_Full_exp_omega
0,0.0,0.0,0.0,0.0,1.9121752,1.9121752,1.1254023,1.1254023
1,0.0,0.0,0.0,0.0,1.8230634,1.8230634,1.1252216,1.1252216
2,0.0,0.0,0.0,0.0,1.8154316,1.8154316,1.1265663,1.1265663
3,0.0,0.0,0.0,0.0,1.8144603,1.8144603,1.1251484,1.1251484
4,0.0,0.0,0.0,0.0,1.8102921,1.8102921,1.12136,1.12136
5,0.0,0.0,0.0,0.0,1.8008369,1.8008369,1.1172565,1.1172565
6,0.0,0.0,0.0,0.0,1.7790684,1.7790684,1.11035,1.11035
7,0.0,0.0,0.0,0.0,1.7542871,1.7542871,1.099295,1.099295
8,0.0,0.0,0.0,0.0,1.6931194,1.6931194,1.0840971,1.0840971
9,0.0,0.0,0.0,0.0,1.617781,1.617781,1.069146,1.069146
10,0.0,0.0,0.0,0.0,1.6082939,1.6082939,1.0393672,1.0393672
11,0.0,0.0,0.0,0.0,1.704423,1.704423,0.9902145,0.9902145
12,0.0,0.0,0.0,0.0,1.860536,1.860536,0.9601597,0.9601597
13,0.0,0.0,0.0,0.0,1.9386579,1.9386579,0.9079766,0.9079766
14,0.0,0.0,0.0,0.0,1.9574498,1.9574498,0.8529478,0.8529478
15,0.0,0.0,0.0,0.0,1.9448051,1.9448051,0.79410833,0.79410833
16,0.0,0.0,0.0,0.0,1.9490207,1.9490207,0.75889474,0.75889474
17,0.0,0.0,0.0,0.0,1.9647274,1.9647274,0.7531357,0.7531357
18,0.0,0.0,0.0,0.0,1.9656038,1.9656038,0.7745085,0.7745085
19,0.0,0.0,0.0,0.0,1.3122832,1.3122832,0.82687134,0.82687134
20,0.0,0.0,0.0,0.0,1.9738683,1.9738683,0.8531926,0.8531926
21,0.0,0.0,0.0,0.0,1.9837766,1.9837766,0.8276551,0.8276551
22,0.0,0.0,0.0,0.0,1.9851872,1.9851872,0.8807743,0.8807743
23,0.0,0.0,0.0,0.0,1.9751071,1.9751071,0.90842056,0.90842056
24,0.0,0.0,0.0,0.0,1.9600282,1.9600282,0.8839347,0.8839347
25,0.0,0.0,0.0,0.0,1.9467096,1.9467096,0.8541236,0.8541236
26,0.0,0.0,0.0,0.0,1.9347911,1.9347911,0.9090428,0.9090428
27,0.0,0.0,0.0,0.0,1.9225563,1.9225563,0.9364875,0.9364875
28,0.0,0.0,0.0,0.0,1.9072577,1.9072577,0.91058904,0.91058904
29,0.0,0.0,0.0,0.0,1.8919836,1.8919836,0.9717472,0.9717472
30,0.0,0.0,0.0,0.0,1.8959074,1.8959074,0.9941759,0.9941759
31,0.0,0.0,0.0,0.0,1.8857385,1.8857385,1.0003642,1.0003642
32,0.0,0.0,0.0,0.0,1.857556,1.857556,0.9985599,0.9985599
33,0.0,0.0,0.0,0.0,1.8110495,1.8110495,1.0013078,1.0013078
34,0.0,0.0,0.0,0.0,1.699994,1.699994,1.0126119,1.0126119
35,0.0,0.0,0.0,0.0,1.5326575,1.5326575,1.044401,1.044401
36,0.0,0.0,0.0,0.0,1.4629507,1.4629507,1.0775467,1.0775467
37,0.0,0.0,0.0,0.0,1.6941344,1.6941344,1.0920023,1.0920023
38,0.0,0.0,0.0,0.0,1.8857694,1.8857694,1.1183654,1.1183654
39,0.0,0.0,0.0,0.0,1.8694998,1.8694998,1.1562344,1.1562344
40,0.0,0.0,0.0,0.0,1.8240858,1.8240858,1.2036282,1.2036282
41,0.0,0.0,0.0,0.0,1.821517,1.821517,1.2468973,1.2468973
42,0.0,0.0,0.0,0.0,1.8420649,1.8420649,1.2707225,1.2707225
43,0.0,0.0,0.0,0.0,1.8647753,1.8647753,1.2656003,1.2656003
44,0.0,0.0,0.0,0.0,1.8611645,1.8611645,1.2447714,1.2447714
45,0.0,0.0,0.0,0.0,1.8418962,1.8418962,1.2089113,1.2089113
46,0.0,0.0,0.0,0.0,1.8217837,1.8217837,1.1743183,1.1743183
47,0.0,0.0,0.0,0.0,1.8177309,1.8177309,1.1556159,1.1556159
48,0.0,0.0,0.0,0.0,1.8336126,1.8336126,1.1455053,1.1455053
49,0.0,0.0,0.0,0.0,1.8331531,1.8331531,1.1414651,1.1414651
50,0.0,0.0,0.0,0.0,1.7387627,1.7387627,1.141348,1.141348
51,0.0,0.0,0.0,0.0,1.6668987,1.6668987,1.1424819,1.1424819
52,0.0,0.0,0.0,0.0,1.6747049,1.6747049,1.1419836,1.1419836
53,0.0,0.0,0.0,0.0,1.6763015,1.6763015,1.1369983,1.1369983
54,0.0,0.0,0.0,0.0,1.665017,1.665017,1.1229204,1.1229204
55,0.0,0.0,0.0,0.0,1.6520514,1.6520514,1.0973374,1.0973374
56,0.0,0.0,0.0,0.0,1.6360149,1.6360149,1.0689746,1.0689746
57,0.0,0.0,0.0,0.0,1.6141042,1.6141042,1.0474826,1.0474826
58,0.0,0.0,0.0,0.0,1.6027179,1.6027179,1.0347975,1.0347975
59,0.0,0.0,0.0,0.0,1.6301087,1.6301087,1.0293761,1.0293761
60,0.0,0.0,0.0,0.0,1.6752576,1.6752576,1.030992,1.030992
61,0.0,0.0,0.0,0.0,1.6824497,1.6824497,1.0292875,1.0292875
62,0.0,0.0,0.0,0.0,1.6955117,1.6955117,1.0002213,1.0002213
63,0.0,0.0,0.0,0.0,1.6916767,1.6916767,0.96861076,0.96861076
64,0.0,0.0,0.0,0.0,1.6772428,1.6772428,1.0008566,1.0008566
65,0.0,0.0,0.0,0.0,1.6747446,1.6747446,1.0495638,1.0495638
66,0.0,0.0,0.0,0.0,1.6775664,1.6775664,1.08438,1.08438
67,0.0,0.0,0.0,0.0,1.6817012,1.6817012,1.1206582,1.1206582
68,0.0,0.0,0.0,0.0,1.6826077,1.6826077,1.2330985,1.2330985
69,0.0,0.0,0.0,0.0,1.678944,1.678944,1.1686717,1.1686717
70,0.0,0.0,0.0,0.0,1.6742586,1.6742586,1.1016474,1.1016474
71,0.0,0.0,0.0,0.0,1.6680077,1.6680077,0.993048,0.993048
72,0.0,0.0,0.0,0.0,1.6626987,1.6626987,0.9854345,0.9854345
73,0.0,0.0,0.0,0.0,1.6550145,1.6550145,0.98485595,0.98485595
74,0.0,0.0,0.0,0.0,1.5987583,1.5987583,0.98539704,0.98539704
75,0.0,0.0,0.0,0.0,1.4675913,1.4675913,0.6569838,0.6569838
76,0.0,0.0,0.0,0.0,1.4030857,1.4030857,0.98582125,0.98582125
77,0.0,0.0,0.0,0.0,1.396396,1.396396,0.9886427,0.9886427
78,0.0,0.0,0.0,0.0,1.393,1.393,0.99310493,0.99310493
79,0.0,0.0,0.0,0.0,1.3961793,1.3961793,0.99296135,0.99296135
80,0.0,0.0,0.0,0.0,1.4118743,1.4118743,0.99013966,0.99013966
81,0.043595314,0.043595314,0.0,0.009025097,1.5789355,1.5789355,0.98910767,1.0096016
82,0.072962284,0.072962284,0.0,0.017514229,1.7008771,1.7008771,0.98726445,1.0273384
83,0.09629679,0.09629679,0.0,0.048664093,1.7920704,1.7920704,0.95661896,1.0684408
84,0.08177376,0.08177376,0.0,0.03319168,1.7527574,1.7527574,0.89984137,0.9705951
85,0.05269003,0.05269003,0.0,0.018781185,1.686297,1.686297,0.9867713,1.0298873
86,0.034154892,0.034154892,0.0,0.0025744438,1.6517774,1.6517774,1.0258937,1.0319055
87,0.034417152,0.034417152,0.0,0.0024328232,1.6873063,1.6873063,1.1552366,1.1615943
88,0.04761648,0.04761648,0.0,0.0034241676,1.760663,1.760663,1.0388399,1.046908
89,0.05251646,0.05251646,0.0,0.008790493,1.7950293,1.7950293,0.59653825,0.60885304
90,0.03708124,0.03708124,0.0,0.006008148,1.7569915,1.7569915,0.50675315,0.51393384
91,0.027889729,0.027889729,0.0,0.008780003,1.7664791,1.7664791,0.4848241,0.49491513
92,0.023012638,0.023012638,0.0,0.02138424,1.7637863,1.7637863,0.48399732,0.50888324
93,0.023171902,0.023171902,0.0,0.045279026,1.7745494,1.7745494,0.48742017,0.54192406
94,0.03632593,0.03632593,0.0,0.059061527,1.8386316,1.8386316,0.49450967,0.5677321
95,0.060753345,0.060753345,0.0,0.06102562,1.9386044,1.9386044,0.5103238,0.5884586
96,0.07945824,0.07945824,0.0,0.06846619,1.997312,1.997312,0.5222241,0.61773676
97,0.05612564,0.05612564,0.0,0.08540726,1.8832994,1.8832994,0.52925324,0.66389364
98,0.033638,0.033638,0.0,0.11043978,1.7184528,1.7184528,0.53510696,0.7318876
99,0.027274609,0.027274609,0.0,0.14444542,1.5847301,1.5847301,0.5433416,0.83528
100,0.014901638,0.014901638,0.0,0.1810832,1.6797236,1.6797236,0.5570733,0.97036964
101,0.008644104,0.008644104,0.0,0.19898796,1.6476135,1.6476135,0.57176375,1.0720867
102,0.011760712,0.011760712,0.0,0.28334427,1.6134456,1.6134456,0.58994585,1.1299814
103,0.021522045,0.021522045,0.0,0.23255825,1.6404301,1.6404301,0.6120636,1.0451369
104,0.02934885,0.02934885,0.0,0.16043139,1.6559168,1.6559168,0.6293352,0.9103901
105,0.031150818,0.031150818,0.0,0.10073614,1.6497148,1.6497148,0.64634526,0.81476593
106,0.03400278,0.03400278,0.0,0.07481098,1.6806685,1.6806685,0.6673669,0.7926962
107,0.034273624,0.034273624,0.0,0.086616516,1.7120184,1.7120184,0.6816955,0.8318055
108,0.035758972,0.035758972,0.0,0.12182808,1.7387028,1.7387028,0.6921571,0.9151931
109,0.03788042,0.03788042,0.0,0.14799976,1.7651386,1.7651386,0.70232135,0.9864607
110,0.04083252,0.04083252,0.0,0.11746025,1.7827815,1.7827815,0.71171004,0.93402267
111,0.041574955,0.041574955,0.0,0.071255684,1.8013052,1.8013052,0.6872425,0.81133395
112,0.042726994,0.042726994,0.0,0.038923264,1.8174014,1.8174014,0.6953745,0.76070386
113,0.043598652,0.043598652,0.0,0.01814127,1.822821,1.822821,0.7000472,0.72988683
114,0.039994717,0.039994717,0.0,0.017807007,1.8051034,1.8051034,0.6991124,0.7283106
115,0.031085014,0.031085014,0.0,0.021558285,1.7765532,1.7765532,0.72904325,0.76581025
116,0.023651123,0.023651123,0.0,0.0342412,1.7713982,1.7713982,0.7517607,0.8133333
117,0.023769379,0.023769379,0.0,0.062182426,1.7895304,1.7895304,0.75701666,0.87403965
118,0.025983334,0.025983334,0.0,0.06292772,1.8042656,1.8042656,0.7442735,0.85995597
119,0.037896633,0.037896633,0.0,0.05069542,1.825636,1.825636,0.73520565,0.82604474
120,0.038058758,0.038058758,0.0,0.04777813,1.776863,1.776863,0.72443014,0.8086118
121,0.027264595,0.027264595,0.0,0.048484802,1.729425,1.729425,0.7279792,0.8145427
122,0.020945549,0.020945549,0.0,0.05434513,1.612465,1.612465,0.73470426,0.83875155
123,0.014899254,0.014899254,0.0,0.05977106,1.5609499,1.5609499,0.74548835,0.8669949
124,0.010084152,0.010084152,0.0,0.057199,1.5090004,1.5090004,0.7624833,0.8788943
125,0.008856297,0.008856297,0.0,0.057619095,1.4775997,1.4775997,0.77712184,0.8969068
126,0.010704994,0.010704994,0.0,0.062619686,1.4787627,1.4787627,0.78724384,0.9242494
127,0.017597198,0.017597198,0.0,0.060820103,1.4981451,1.4981451,0.53065044,0.6190408
128,0.027433395,0.027433395,0.0,0.05798006,1.5309912,1.5309912,0.8047822,0.9189325
129,0.024776936,0.024776936,0.0,0.057033062,1.4997438,1.4997438,0.8120895,0.9252212
130,0.022742271,0.022742271,0.0,0.05968952,1.4846882,1.4846882,0.817976,0.93758744
131,0.035686016,0.035686016,0.0,0.069806576,1.5588888,1.5588888,0.8220341,0.9643378
132,0.049600124,0.049600124,0.0,0.097148895,1.6838177,1.6838177,0.82365495,1.0287055
133,0.06275368,0.06275368,0.0,0.11804819,1.8190279,1.8190279,0.8290779,1.084901
134,0.06779003,0.06779003,0.0,0.123040676,1.9053694,1.9053694,0.8337675,1.10351
135,0.06480074,0.06480074,0.0,0.07643223,1.9321488,1.9321488,0.8336797,0.9926925
136,0.07292175,0.07292175,0.0,0.038654327,1.9444004,1.9444004,0.82740706,0.90403515
137,0.068798065,0.068798065,0.0,0.025021553,1.9544997,1.9544997,0.8794644,0.9312994
138,0.06278992,0.06278992,0.0,0.015203953,1.9469613,1.9469613,0.96639997,1.0004549
139,0.038205624,0.038205624,0.0,0.011458874,1.8622955,1.8622955,0.9632737,0.9887218
140,0.024563313,0.024563313,0.0,0.015157223,1.8240957,1.8240957,0.9519984,0.98541856
141,0.019882202,0.019882202,0.0,0.029388428,1.818411,1.818411,0.9530716,1.0189353
142,0.023823738,0.023823738,0.0,0.036367416,1.8428055,1.8428055,0.9437739,1.025139
143,0.036486626,0.036486626,0.0,0.029182434,1.8905448,1.8905448,0.9206359,0.98391265
144,0.044087887,0.044087887,0.0,0.013098717,1.8973705,1.8973705,0.924725,0.9527574
145,0.03999853,0.03999853,0.0,0.010904312,1.8462893,1.8462893,0.91614467,0.9392244
146,0.030883312,0.030883312,0.0,0.012377262,1.7089081,1.7089081,0.9071129,0.9346854
147,0.01988411,0.01988411,0.0,0.01427412,1.5499095,1.5499095,0.90361804,0.93711406
148,0.013625145,0.013625145,0.0,0.01710987,1.5029272,1.5029272,0.90382504,0.9464476
149,0.010511398,0.010511398,0.0,0.023724556,1.4642076,1.4642076,0.90495086,0.96937066
150,0.009223938,0.009223938,0.0,0.045858383,1.480399,1.480399,0.90226626,1.0422562
151,0.013253212,0.013253212,0.0,0.061840057,1.5103427,1.5103427,0.90630704,1.1054598
152,0.031213284,0.031213284,0.0,0.1135416,1.5656805,1.5656805,0.9087608,1.1757216
153,0.049836636,0.049836636,0.0,0.11031437,1.5966321,1.5966321,0.9059445,1.1636277
154,0.053659916,0.053659916,0.0,0.09550238,1.5521835,1.5521835,0.90093756,1.1193422
155,0.06723404,0.06723404,0.0,0.10322237,1.618102,1.618102,0.8973734,1.1353279
156,0.056265354,0.056265354,0.0,0.11937237,1.6356869,1.6356869,0.89526564,1.1761647
157,0.05168152,0.05168152,0.0,0.12767172,1.6490761,1.6490761,0.89451486,1.1982795
158,0.05753994,0.05753994,0.0,0.088247776,1.6925973,1.6925973,0.8981549,1.0986623
159,0.07916641,0.07916641,0.0,0.037649155,1.8004621,1.8004621,0.8744171,0.9529948
160,0.090874195,0.090874195,0.0,0.021930695,1.8611188,1.8611188,0.8443501,0.8878019
161,0.084700584,0.084700584,0.0,0.016209126,1.8299047,1.8299047,0.9104932,0.94481206
162,0.087394714,0.087394714,0.0,0.014342308,1.8381681,1.8381681,0.9490557,0.98060966
163,0.09342861,0.09342861,0.0,0.01311636,1.8702897,1.8702897,1.0158106,1.046527
164,0.08250761,0.08250761,0.0,0.013835907,1.8386259,1.8386259,1.1167876,1.1522521
165,0.07927513,0.07927513,0.0,0.02087593,1.8347358,1.8347358,1.1629663,1.2191393
166,0.08920002,0.08920002,0.0,0.025856972,1.873303,1.873303,1.1292405,1.19704
167,0.10044956,0.10044956,0.0,0.03154421,1.9004139,1.9004139,1.0845436,1.1646473
168,0.07420969,0.07420969,0.0,0.010926247,1.7730979,1.7730979,1.036108,1.0621036
169,0.037558556,0.037558556,0.0,0.009420395,1.5973707,1.5973707,0.9950721,1.0166106
170,0.019258022,0.019258022,0.0,0.010404587,1.4621687,1.4621687,0.9589467,0.98194057
171,0.01269865,0.01269865,0.0,0.0116992,1.4611591,1.4611591,0.94075423,0.9675894
172,0.0067186356,0.0067186356,0.0,0.013542175,1.497773,1.497773,0.9335682,0.9662597
173,0.0042128563,0.0042128563,0.0,0.015869617,1.5484586,1.5484586,0.9309339,0.97122234
174,0.0024409294,0.0024409294,0.0,0.018846035,1.5534185,1.5534185,0.9309903,0.9812722
175,0.0034956932,0.0034956932,0.0,0.023618221,1.5643171,1.5643171,0.93267053,0.9994983
176,0.004459381,0.004459381,0.0,0.04283285,1.5677862,1.5677862,0.9339412,1.0295258
177,0.0073566437,0.0073566437,0.0,0.053610325,1.5784789,1.5784789,0.93401796,1.055088
178,0.016673088,0.016673088,0.0,0.06609297,1.5997185,1.5997185,0.93356305,1.0849816
179,0.026434422,0.026434422,0.0,0.063931465,1.60885,1.60885,0.93415624,1.0806522
180,0.03610754,0.03610754,0.0,0.068526745,1.6165367,1.6165367,0.93515706,1.0935227
181,0.042699337,0.042699337,0.0,0.084711075,1.6195558,1.6195558,0.9354844,1.1354723
182,0.039308548,0.039308548,0.0,0.109945774,1.6077214,1.6077214,0.93450207,1.2023681
183,0.032675266,0.032675266,0.0,0.08790064,1.6013573,1.6013573,0.93064386,1.1382431
184,0.028860569,0.028860569,0.0,0.039279938,1.6070338,1.6070338,0.91690856,1.0032576
185,0.026447296,0.026447296,0.0,0.020942211,1.6067802,1.6067802,0.8817571,0.92506546
186,0.020015717,0.020015717,0.0,0.017401695,1.6150751,1.6150751,0.9509452,0.98945445
187,0.026693344,0.026693344,0.0,0.01566267,1.6435342,1.6435342,1.0286759,1.0659242
188,0.03515482,0.03515482,0.0,0.01516819,1.6763868,1.6763868,1.1052794,1.1438371
189,0.040380955,0.040380955,0.0,0.016440868,1.6917496,1.6917496,1.1640819,1.2080423
190,0.044841766,0.044841766,0.0,0.031058788,1.6999677,1.6999677,1.1829661,1.2687035
191,0.053886414,0.053886414,0.0,0.05303192,1.7261437,1.7261437,1.1526409,1.2986618
192,0.058279514,0.058279514,0.0,0.03577423,1.7457293,1.7457293,1.0419434,1.1298375
193,0.03808689,0.03808689,0.0,0.0094304085,1.682242,1.682242,1.0182465,1.0402871
194,0.013568878,0.013568878,0.0,0.0106835365,1.5839777,1.5839777,0.98136014,1.0055043
195,0.0077443123,0.0077443123,0.0,0.012140274,1.5652457,1.5652457,0.96065307,0.98758227
196,0.0031232834,0.0031232834,0.0,0.013640881,1.5865088,1.5865088,0.9525612,0.98262435
197,0.002998352,0.002998352,0.0,0.015473366,1.6103083,1.6103083,0.9503973,0.9865804
198,0.0033016205,0.0033016205,0.0,0.018360615,1.6454042,1.6454042,0.9509601,0.9969692
199,0.004637718,0.004637718,0.0,0.02741909,1.6724972,1.6724972,0.9526603,1.0318896
200,0.010212421,0.010212421,0.0,0.07797623,1.7006183,1.7006183,0.95205814,1.136947
201,0.037288666,0.037288666,0.0,0.11443138,1.7808396,1.7808396,0.95403546,1.2391814
202,0.024036407,0.024036407,0.0,0.11886549,1.71981,1.71981,0.95766425,1.2572155
203,0.012658596,0.012658596,0.0,0.113343716,1.6548733,1.6548733,0.9604821,1.2470819
204,0.009518623,0.009518623,0.0,0.10209179,1.6208688,1.6208688,0.9620023,1.2178124
205,0.010651588,0.010651588,0.0,0.10075855,1.6060001,1.6060001,0.95786315,1.2078868
206,0.014407158,0.014407158,0.0,0.097839355,1.6147708,1.6147708,0.95251304,1.1924226
207,0.020472527,0.020472527,0.0,0.07228184,1.6445017,1.6445017,0.9547687,1.1266319
208,0.028814793,0.028814793,0.0,0.037748337,1.6905098,1.6905098,0.94835335,1.0337111
209,0.033984184,0.033984184,0.0,0.02292633,1.7315375,1.7315375,0.92245275,0.97204334
210,0.03558874,0.03558874,0.0,0.017300129,1.7512325,1.7512325,0.96496224,1.0037962
211,0.0392766,0.0392766,0.0,0.012722969,1.7761027,1.7761027,1.0291837,1.059415
212,0.059029102,0.059029102,0.0,0.009212494,1.7890668,1.7890668,1.1257643,1.1495155
213,0.052824497,0.052824497,0.0,0.00604105,1.7524658,1.7524658,1.242324,1.259441
214,0.045215607,0.045215607,0.0,0.0050735474,1.7201935,1.7201935,1.3247211,1.3402098
215,0.047680378,0.047680378,0.0,0.0075716972,1.7332778,1.7332778,1.2794728,1.3022908
216,0.06782532,0.06782532,0.0,0.02569294,1.8126405,1.8126405,1.2893347,1.3695707
217,0.06357622,0.06357622,0.0,0.037757874,1.7975057,1.7975057,1.2436539,1.3558947
218,0.019154072,0.019154072,0.0,0.017298698,1.6212229,1.6212229,1.1415218,1.1869613
219,0.009764671,0.009764671,0.0,0.009788513,1.5773212,1.5773212,1.0993525,1.1239581
220,0.006752014,0.006752014,0.0,0.011608124,1.5920898,1.5920898,1.0626236,1.0909332
221,0.0049800873,0.0049800873,0.0,0.01374054,1.6246328,1.6246328,1.0367829,1.0695924
222,0.0042800903,0.0042800903,0.0,0.01777792,1.6505059,1.6505059,1.0252491,1.0674359
223,0.0042557716,0.0042557716,0.0,0.023017883,1.6783644,1.6783644,1.0221107,1.0834144
224,0.0056848526,0.0056848526,0.0,0.044059753,1.7018667,1.7018667,1.0225109,1.1298047
225,0.011599541,0.011599541,0.0,0.05285597,1.7310392,1.7310392,1.0278891,1.1584833
226,0.036332607,0.036332607,0.0,0.06277609,1.825492,1.825492,1.0362774,1.194301
227,0.022248268,0.022248268,0.0,0.07450056,1.7515559,1.7515559,1.0445732,1.2363696
228,0.012932777,0.012932777,0.0,0.06828737,1.6925831,1.6925831,1.0474585,1.2222953
229,0.012049675,0.012049675,0.0,0.062948704,1.6708425,1.6708425,1.0294608,1.1869694
230,0.014470577,0.014470577,0.0,0.05703354,1.6690053,1.6690053,1.0092832,1.1484855
231,0.022043228,0.022043228,0.0,0.04478693,1.7315623,1.7315623,1.0029768,1.1098738
232,0.03432083,0.03432083,0.0,0.039191723,1.8080117,1.8080117,1.0140041,1.1080245
233,0.038743973,0.038743973,0.0,0.03148365,1.8222213,1.8222213,1.0399122,1.1166906
234,0.035886288,0.035886288,0.0,0.019754887,1.7914081,1.7914081,1.0834023,1.1331841
235,0.029138565,0.029138565,0.0,0.007078171,1.7394046,1.7394046,1.0999221,1.1176866
236,0.026177406,0.026177406,0.0,0.004750252,1.6914977,1.6914977,1.1324264,1.1446395
237,0.021323204,0.021323204,0.0,0.0038805008,1.6649699,1.6649699,1.1938075,1.2042882
238,0.016982555,0.016982555,0.0,0.004444599,1.6425284,1.6425284,1.2348825,1.2472811
239,0.016292572,0.016292572,0.0,0.006082535,1.637444,1.637444,1.2621346,1.2794815
240,0.02777338,0.02777338,0.0,0.01051712,1.6807116,1.6807116,1.2746096,1.3050249
241,0.049411297,0.049411297,0.0,0.0195508,1.7612823,1.7612823,1.2722892,1.3292758
242,0.036125183,0.036125183,0.0,0.024356365,1.7048858,1.7048858,1.2465931,1.3165938
243,0.01285696,0.01285696,0.0,0.018713951,1.6069051,1.6069051,1.1964661,1.2479019
244,0.010210991,0.010210991,0.0,0.013736725,1.5836521,1.5836521,1.1886344,1.225958
245,0.008863926,0.008863926,0.0,0.011247635,1.5912013,1.5912013,1.1939416,1.2245508
246,0.007709503,0.007709503,0.0,0.011294842,1.6154181,1.6154181,1.1746529,1.2049239
247,0.006533146,0.006533146,0.0,0.014587879,1.6363454,1.6363454,1.1583667,1.1970861
248,0.0067601204,0.0067601204,0.0,0.01877737,1.6534618,1.6534618,1.1511407,1.2009053
249,0.009663105,0.009663105,0.0,0.028829098,1.6715482,1.6715482,1.1531919,1.2305552
250,0.022254944,0.022254944,0.0,0.057518482,1.7194349,1.7194349,1.1643525,1.3252088
251,0.037668705,0.037668705,0.0,0.058190823,1.7674328,1.7674328,1.1807834,1.3471131
252,0.015545845,0.015545845,0.0,0.029549599,1.6745962,1.6745962,1.213549,1.2974806
253,0.013205528,0.013205528,0.0,0.02007103,1.6498019,1.6498019,1.2518018,1.3095958
254,0.014462948,0.014462948,0.0,0.02280426,1.6436357,1.6436357,1.2767158,1.3435678
255,0.020356178,0.020356178,0.0,0.028405666,1.6587868,1.6587868,1.2716947,1.3544561
256,0.028589725,0.028589725,0.0,0.041622162,1.6828464,1.6828464,1.2288147,1.3481201
257,0.033071518,0.033071518,0.0,0.035566807,1.6971327,1.6971327,1.2510611,1.3549124
258,0.033565998,0.033565998,0.0,0.026977062,1.6917409,1.6917409,1.3220601,1.4042906
259,0.03355646,0.03355646,0.0,0.018156528,1.6888193,1.6888193,1.417951,1.4764862
260,0.0254035,0.0254035,0.0,0.0065894127,1.6562163,1.6562163,1.5023876,1.5245438
261,0.018188477,0.018188477,0.0,0.00592947,1.6289743,1.6289743,1.5225991,1.5427727
262,0.019478321,0.019478321,0.0,0.006099224,1.6330714,1.6330714,1.5276527,1.5484711
263,0.020639896,0.020639896,0.0,0.007127762,1.6362834,1.6362834,1.5292529,1.5536314
264,0.025714874,0.025714874,0.0,0.009759903,1.6544601,1.6544601,1.5347275,1.5683112
265,0.040871143,0.040871143,0.0,0.015420914,1.7112557,1.7112557,1.5380424,1.5915235
266,0.055529594,0.055529594,0.0,0.019999504,1.7678622,1.7678622,1.533693,1.6032058
267,0.018964767,0.018964767,0.0,0.018785477,1.6251673,1.6251673,1.4986657,1.5624933
268,0.01372385,0.01372385,0.0,0.015634537,1.5944523,1.5944523,1.4600492,1.5117255
269,0.011659622,0.011659622,0.0,0.008803844,1.5839971,1.5839971,1.4723831,1.5015095
270,0.009650707,0.009650707,0.0,0.009944916,1.6011082,1.6011082,1.4418982,1.4742016
271,0.0083351135,0.0083351135,0.0,0.011237621,1.6179909,1.6179909,1.4177256,1.4536997
272,0.008014679,0.008014679,0.0,0.012918949,1.634254,1.634254,1.403141,1.4469957
273,0.009145737,0.009145737,0.0,0.016277313,1.650613,1.650613,1.3974643,1.4576775
274,0.0137758255,0.0137758255,0.0,0.047860622,1.6740222,1.6740222,1.3987039,1.5561094
275,0.028865337,0.028865337,0.0,0.073102474,1.7271271,1.7271271,1.404489,1.6537329
276,0.044020653,0.044020653,0.0,0.062078476,1.7788781,1.7788781,1.412023,1.6236129
277,0.039154053,0.039154053,0.0,0.04309225,1.75644,1.75644,1.4185195,1.562652
278,0.027059555,0.027059555,0.0,0.03886366,1.6954561,1.6954561,1.4233584,1.5529186
279,0.023618698,0.023618698,0.0,0.04326868,1.6686878,1.6686878,1.4244804,1.5696145
280,0.031785965,0.031785965,0.0,0.062075138,1.6902708,1.6902708,1.4163352,1.6278423
281,0.04705572,0.04705572,0.0,0.08984089,1.7423829,1.7423829,1.4004945,1.7126323
282,0.052414417,0.052414417,0.0,0.11703634,1.7591528,1.7591528,1.3750759,1.7848259
283,0.050967693,0.050967693,0.0,0.1361227,1.7556143,1.7556143,1.3427323,1.8166424
284,0.045975685,0.045975685,0.0,0.14218903,1.7506658,1.7506658,1.3217067,1.81259
285,0.041979313,0.041979313,0.0,0.11199379,1.7467729,1.7467729,1.31597,1.6881155
286,0.04332781,0.04332781,0.0,0.053465843,1.7549634,1.7549634,1.3558003,1.5273749
287,0.043932438,0.043932438,0.0,0.013738155,1.7575659,1.7575659,1.4277335,1.4721125
288,0.042054176,0.042054176,0.0,0.012553215,1.7478853,1.7478853,1.4574357,1.4987245
289,0.02610302,0.02610302,0.0,0.013196945,1.6869425,1.6869425,1.4803162,1.5243851
290,0.017184734,0.017184734,0.0,0.017339706,1.657684,1.657684,1.4890295,1.5474997
291,0.011872292,0.011872292,0.0,0.023437977,1.6475879,1.6475879,1.4829965,1.5622302
292,0.0075626373,0.0075626373,0.0,0.025012016,1.662109,1.662109,1.4635539,1.5472118
293,0.0048565865,0.0048565865,0.0,0.02014637,1.6974521,1.6974521,1.44721,1.5135547
294,0.0038228035,0.0038228035,0.0,0.019584179,1.7398791,1.7398791,1.4287281,1.4924124
295,0.0034480095,0.0034480095,0.0,0.02058506,1.7865667,1.7865667,1.4136438,1.4799906
296,0.0035653114,0.0035653114,0.0,0.022861004,1.8323178,1.8323178,1.4029227,1.476255
297,0.0036363602,0.0036363602,0.0,0.028432846,1.8763014,1.8763014,1.3988167,1.4903008
298,0.007276535,0.007276535,0.0,0.05159998,1.897796,1.897796,1.4026471,1.5734224
299,0.022352219,0.022352219,0.0,0.04512787,1.9621385,1.9621385,1.4131552,1.5631043
